Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
661567303c46eb5b2425ab77,657f030038e31904b66cc81e,AWAITING REVIEW,Not Applicable,2024-04-09T16:08:38.518000Z,2024-04-09T16:23:05.399000Z,,2024-04-09T16:23:05.958787Z,867.0,C1AUX6QQ,147,58,Prefer not to say,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
6615673182aff7470532d1e0,5a9b0be8b5e2110001c6ca67,AWAITING REVIEW,Not Applicable,2024-04-09T16:07:27.603000Z,2024-04-09T16:21:54.914000Z,,2024-04-09T16:21:55.413945Z,868.0,C1AUX6QQ,295,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
66156734ff15b256b97e8e67,5d5462a36954ff0001bdff3a,AWAITING REVIEW,Not Applicable,2024-04-09T16:05:13.617000Z,2024-04-09T16:14:54.462000Z,,2024-04-09T16:15:02.178093Z,581.0,C1AUX6QQ,1032,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6615673a67faade582fc84a3,62cdb59eb5cfe2052ca5074c,AWAITING REVIEW,Not Applicable,2024-04-09T16:05:18.932000Z,2024-04-09T16:21:49.269000Z,,2024-04-09T16:21:50.244475Z,991.0,C1AUX6QQ,397,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
661567474ef96658a70b1fda,594533fd2a05040001c91593,AWAITING REVIEW,Not Applicable,2024-04-09T16:08:28.690000Z,2024-04-09T16:20:25.459000Z,,2024-04-09T16:21:14.397139Z,717.0,C1AUX6QQ,69,61,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6615674c45f3777e4279aab1,63d6db0d8a48d83ca29202b1,AWAITING REVIEW,Not Applicable,2024-04-09T16:05:46.607000Z,2024-04-09T16:17:04.373000Z,,2024-04-09T16:17:41.506404Z,678.0,C1AUX6QQ,5,61,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6615674d9ce1d84abfb75f68,6268f4810cd59e084565cfef,AWAITING REVIEW,Not Applicable,2024-04-09T16:05:50.834000Z,2024-04-09T16:20:35.343000Z,,2024-04-09T16:21:17.710228Z,885.0,C1AUX6QQ,1171,55,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66156756798208918e4590b4,6318acc6273e916b39a95a85,AWAITING REVIEW,Not Applicable,2024-04-09T16:05:42.030000Z,2024-04-09T16:50:21.758000Z,,2024-04-09T16:50:22.923891Z,2680.0,C1AUX6QQ,949,47,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6615675745d66737090a3104,5cdff2a3ec6e1e001b40ea7d,AWAITING REVIEW,Not Applicable,2024-04-09T16:05:49.993000Z,2024-04-09T16:22:50.914000Z,,2024-04-09T16:22:51.917146Z,1021.0,C1AUX6QQ,590,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6615676e33766c14daad1efa,5c4c13bed3a5e30001830fb0,AWAITING REVIEW,Not Applicable,2024-04-09T16:06:11.106000Z,2024-04-09T16:23:28.764000Z,,2024-04-09T16:23:29.258995Z,1038.0,C1AUX6QQ,520,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
6615677ab8fac5e6eee7e1d8,60fd30932e74f14c65600b1b,AWAITING REVIEW,Not Applicable,2024-04-09T16:06:21.580000Z,2024-04-09T16:29:38.805000Z,,2024-04-09T16:30:14.656472Z,1398.0,C1AUX6QQ,888,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
66156780b95c4f46bbf03af3,5ced0ccddfb2720019962226,AWAITING REVIEW,Not Applicable,2024-04-09T16:06:33.744000Z,2024-04-09T16:40:26.450000Z,,2024-04-09T16:40:58.358042Z,2033.0,C1AUX6QQ,869,74,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6615678a39cc159a084c4225,603cfe49880ceeb4bf3aa72e,AWAITING REVIEW,Not Applicable,2024-04-09T16:06:47.062000Z,2024-04-09T16:24:43.028000Z,,2024-04-09T16:24:43.756905Z,1076.0,C1AUX6QQ,815,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6615678dd6efed12cb0c837d,5e39e3e654fca708912dfac4,AWAITING REVIEW,Not Applicable,2024-04-09T16:06:41.590000Z,2024-04-09T16:16:31.907000Z,,2024-04-09T16:16:50.729135Z,591.0,C1AUX6QQ,1540,58,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6615679bec994b7b3f396a89,5c82a5b5c2ceec0017199b48,AWAITING REVIEW,Not Applicable,2024-04-09T16:07:01.433000Z,2024-04-09T16:33:31.201000Z,,2024-04-09T16:33:32.192302Z,1590.0,C1AUX6QQ,835,40,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
661567a4800179cdeac1e991,6348341d10e40a7bbaf96ee1,AWAITING REVIEW,Not Applicable,2024-04-09T16:07:07.027000Z,2024-04-09T16:23:27.507000Z,,2024-04-09T16:23:28.012641Z,981.0,C1AUX6QQ,1033,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
661567a7f3bf902c647c9071,5dfb6c4d19232d899d182cda,AWAITING REVIEW,Not Applicable,2024-04-09T16:07:08.294000Z,2024-04-09T16:19:23.252000Z,,2024-04-09T16:20:44.732021Z,735.0,C1AUX6QQ,1355,62,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
661567aab19ed0dd96812543,61202fedf94fc3ac487980af,AWAITING REVIEW,Not Applicable,2024-04-09T16:07:13.311000Z,2024-04-09T16:19:16.360000Z,,2024-04-09T16:20:42.139352Z,724.0,C1AUX6QQ,1416,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
661567bf04c7e8dc41b75fb9,5f5a4e1f3778490d3e6d1652,AWAITING REVIEW,Not Applicable,2024-04-09T16:07:36.290000Z,2024-04-09T16:23:36.206000Z,,2024-04-09T16:23:36.820130Z,960.0,C1AUX6QQ,1624,59,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
661567d6459c58e71ba0556e,5ea040075511b505cf6ec1eb,AWAITING REVIEW,Not Applicable,2024-04-09T16:07:56.929000Z,2024-04-09T16:22:42.627000Z,,2024-04-09T16:22:43.161569Z,886.0,C1AUX6QQ,1054,81,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
661567d758bedd07f227ed6f,615f097035d3a6a38238039b,AWAITING REVIEW,Not Applicable,2024-04-09T16:08:00.977000Z,2024-04-09T16:18:22.224000Z,,2024-04-09T16:20:18.118290Z,622.0,C1AUX6QQ,397,60,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
661567debec894efa8f7201a,66130bb591837698386adf43,AWAITING REVIEW,Not Applicable,2024-04-09T16:08:02.552000Z,2024-04-09T16:22:24.071000Z,,2024-04-09T16:22:24.650643Z,862.0,C1AUX6QQ,8,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
661567e0b8fac5e6eee7e1e6,660b25c6dbb488bc2e76a015,AWAITING REVIEW,Not Applicable,2024-04-09T16:08:08.353000Z,2024-04-09T16:20:50.008000Z,,2024-04-09T16:21:20.212680Z,762.0,C1AUX6QQ,22,21,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
661567e37160851b3d48ab94,5fb6a7d5e6359309c20a5c74,AWAITING REVIEW,Not Applicable,2024-04-09T16:08:47.403000Z,2024-04-09T16:25:46.664000Z,,2024-04-09T16:25:47.134209Z,1020.0,C1AUX6QQ,1166,77,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
661567e7d693dc240a8217b4,5ac22f45436f550001ffbad2,AWAITING REVIEW,Not Applicable,2024-04-09T16:08:12.217000Z,2024-04-09T16:20:26.641000Z,,2024-04-09T16:21:14.768877Z,735.0,C1AUX6QQ,2014,66,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
661567e82a4d1e167fd029fa,611c06063189628b4b4fdd6f,AWAITING REVIEW,Not Applicable,2024-04-09T16:08:17.667000Z,2024-04-09T16:24:54.912000Z,,2024-04-09T16:24:55.408927Z,998.0,C1AUX6QQ,1159,63,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
661567eb9d949fe2f165d240,65b3e08b9b05310b12fc193b,AWAITING REVIEW,Not Applicable,2024-04-09T16:08:16.879000Z,2024-04-09T16:19:54.297000Z,,2024-04-09T16:21:05.606466Z,698.0,C1AUX6QQ,107,60,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
661567ee33766c14daad1f11,60281332c5cb69104a427866,AWAITING REVIEW,Not Applicable,2024-04-09T16:08:18.998000Z,2024-04-09T16:26:52.502000Z,,2024-04-09T16:26:53.132469Z,1114.0,C1AUX6QQ,769,21,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
661567f5464c5cbce94952c1,6086cab2718e3684dbc2727c,AWAITING REVIEW,Not Applicable,2024-04-09T16:08:30.540000Z,2024-04-09T16:29:14.293000Z,,2024-04-09T16:29:33.896937Z,1244.0,C1AUX6QQ,547,50,Female,White,United Kingdom,United Kingdom,Ireland,English,No,Part-Time
661567f77af556e13a55fcae,652d35bf8e2f5c57cf0ceaef,AWAITING REVIEW,Not Applicable,2024-04-09T16:08:37.271000Z,2024-04-09T16:18:53.491000Z,,2024-04-09T16:20:34.226467Z,617.0,C1AUX6QQ,187,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
661567fc9eb9f5fcd88371da,66016c29992ecb62b89625bc,AWAITING REVIEW,Not Applicable,2024-04-09T16:08:44.895000Z,2024-04-09T16:29:07.627000Z,,2024-04-09T16:29:27.224605Z,1223.0,C1AUX6QQ,9,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
661568034ef0d606ada2d23d,57d0db6cf7bcd90001cd47bc,AWAITING REVIEW,Not Applicable,2024-04-09T16:08:45.412000Z,2024-04-09T17:05:28.074000Z,,2024-04-09T17:05:28.731245Z,3403.0,C1AUX6QQ,2514,50,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
661568128ac9d01c03f9c251,5b4cb0ebcf1ead0001fd8a7c,AWAITING REVIEW,Not Applicable,2024-04-09T16:18:04.183000Z,2024-04-09T16:37:31.287000Z,,2024-04-09T16:39:11.379458Z,1168.0,C1AUX6QQ,856,26,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
661568175217fac8fc141156,609428df71e61cae4b2a67f3,AWAITING REVIEW,Not Applicable,2024-04-09T16:09:23.498000Z,2024-04-09T16:27:59.494000Z,,2024-04-09T16:28:00.005019Z,1116.0,C1AUX6QQ,122,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6615681eb59e2e3f096a8219,595398234d56070001645fd9,AWAITING REVIEW,Not Applicable,2024-04-09T16:09:06.570000Z,2024-04-09T16:16:53.517000Z,,2024-04-09T16:17:25.705638Z,467.0,C1AUX6QQ,2229,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
66156829b59e2e3f096a821a,5f58a4009e4e760112ac30d7,AWAITING REVIEW,Not Applicable,2024-04-09T16:09:21.005000Z,2024-04-09T16:21:41.879000Z,,2024-04-09T16:21:42.383903Z,741.0,C1AUX6QQ,546,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6615682b0868b6dad3e1ec87,653b6dddcc1f60f17e2f7f0f,AWAITING REVIEW,Not Applicable,2024-04-09T16:09:22.954000Z,2024-04-09T16:27:24.308000Z,,2024-04-09T16:27:25.325041Z,1082.0,C1AUX6QQ,49,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
6615684093de6f755a8ad754,61600a8bc0da54c9f194ba98,AWAITING REVIEW,Not Applicable,2024-04-09T16:09:50.304000Z,2024-04-09T16:23:16.712000Z,,2024-04-09T16:23:17.536216Z,807.0,C1AUX6QQ,772,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6615684ed3c6787ceb8076c8,5cd863b8b0e8ad0001d1ea07,AWAITING REVIEW,Not Applicable,2024-04-09T16:10:10.453000Z,2024-04-09T16:22:03.264000Z,,2024-04-09T16:22:03.865478Z,713.0,C1AUX6QQ,856,65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
6615685a2249f4b09e6fcd79,610d4df86c4abc6b5ced6fa0,AWAITING REVIEW,Not Applicable,2024-04-09T16:10:37.763000Z,2024-04-09T16:22:47.195000Z,,2024-04-09T16:22:47.907038Z,730.0,C1AUX6QQ,818,42,Female,Black,Sierra Leone,United Kingdom,Sierra Leone,English,Yes,Other
6615685c7ec580d26871198c,590b3401182caf0001ab5801,AWAITING REVIEW,Not Applicable,2024-04-09T16:10:14.374000Z,2024-04-09T16:23:01.357000Z,,2024-04-09T16:23:01.934896Z,767.0,C1AUX6QQ,1171,48,Female,White,Malta,United Kingdom,United Kingdom,English,No,Part-Time
6615685e08b92e10869e8f03,55c470b4fdf99b1d6e00d139,AWAITING REVIEW,Not Applicable,2024-04-09T16:10:14.004000Z,2024-04-09T16:25:26.329000Z,,2024-04-09T16:25:26.835306Z,913.0,C1AUX6QQ,833,59,Male,DATA_EXPIRED,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6615685fc2efe9f32fe35f0f,586fbaa37e187d0001cb36d5,AWAITING REVIEW,Not Applicable,2024-04-09T16:10:15.398000Z,2024-04-09T16:20:17.903000Z,,2024-04-09T16:21:12.637489Z,603.0,C1AUX6QQ,1813,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
661568602d0377b4c8812581,6384704a7b906e6298d5087f,AWAITING REVIEW,Not Applicable,2024-04-09T16:10:49.882000Z,2024-04-09T16:27:31.717000Z,,2024-04-09T16:27:32.220094Z,1002.0,C1AUX6QQ,887,53,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
66156869e0fc0ebfc9331f4f,5f386f0355b322382b2ed405,AWAITING REVIEW,Not Applicable,2024-04-09T16:10:25.061000Z,2024-04-09T16:24:37.665000Z,,2024-04-09T16:24:38.230029Z,853.0,C1AUX6QQ,305,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6615686abf6d8c81cf6e40c1,605a25c743f7ab91b0881ddf,AWAITING REVIEW,Not Applicable,2024-04-09T16:10:26.809000Z,2024-04-09T16:25:08.116000Z,,2024-04-09T16:25:08.605947Z,882.0,C1AUX6QQ,741,49,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6615686b626d8eedb41ae3ee,6444226e207029b1910e4652,AWAITING REVIEW,Not Applicable,2024-04-09T16:10:19.397000Z,2024-04-09T16:23:27.755000Z,,2024-04-09T16:23:29.360935Z,789.0,C1AUX6QQ,513,48,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6615686b1fbe3cfb47c4b995,65dc9c1372ff70a6691222f6,AWAITING REVIEW,Not Applicable,2024-04-09T16:10:23.721000Z,2024-04-09T16:24:49.717000Z,,2024-04-09T16:24:50.305523Z,866.0,C1AUX6QQ,45,51,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6615687214444168b2c44df6,59e3894950e3fb0001afdfc3,AWAITING REVIEW,Not Applicable,2024-04-09T16:10:39.354000Z,2024-04-09T16:28:44.132000Z,,2024-04-09T16:28:45.583062Z,1085.0,C1AUX6QQ,138,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6615687fb543eb8bae458f29,5b0e44a81e55760001b99568,AWAITING REVIEW,Not Applicable,2024-04-09T16:10:47.173000Z,2024-04-09T16:19:08.627000Z,,2024-04-09T16:20:38.083062Z,502.0,C1AUX6QQ,1882,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66156882e7196f0f12ea35cc,601b0712b0701c46459aab27,AWAITING REVIEW,Not Applicable,2024-04-09T16:15:05.467000Z,2024-04-09T16:27:01.365000Z,,2024-04-09T17:27:03.793564Z,716.0,C1AUX6QQ,677,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
66156882fd5912214165ddad,60cf67593474c7e125a74db1,AWAITING REVIEW,Not Applicable,2024-04-09T16:10:48.949000Z,2024-04-09T16:25:13.199000Z,,2024-04-09T16:25:13.736613Z,865.0,C1AUX6QQ,77,21,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
66156893d6efed12cb0c83a3,5e415aeb82933e000b844391,AWAITING REVIEW,Not Applicable,2024-04-09T16:11:02.421000Z,2024-04-09T16:19:49.903000Z,,2024-04-09T16:21:01.865530Z,528.0,C1AUX6QQ,839,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
661568a0abe1ffe2e88502c8,5ed39d114858d002a0691781,AWAITING REVIEW,Not Applicable,2024-04-09T16:11:16.566000Z,2024-04-09T16:22:48.991000Z,,2024-04-09T16:22:49.970722Z,693.0,C1AUX6QQ,1555,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
661568a1a60580a09c6c3433,5cc5c31a89c84a0001377a39,AWAITING REVIEW,Not Applicable,2024-04-09T16:11:13.325000Z,2024-04-09T16:34:20.653000Z,,2024-04-09T16:34:21.176931Z,1388.0,C1AUX6QQ,886,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
661568a2abd7ca52bf84b2b9,5d2464b812b27400011db6e7,AWAITING REVIEW,Not Applicable,2024-04-09T16:11:37.513000Z,2024-04-09T16:22:53.149000Z,,2024-04-09T16:22:53.874613Z,676.0,C1AUX6QQ,767,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
661568a23448316925f720c4,60f68b570ae2316894fb0a51,AWAITING REVIEW,Not Applicable,2024-04-09T16:11:22.494000Z,2024-04-09T16:21:58.616000Z,,2024-04-09T16:21:59.142171Z,637.0,C1AUX6QQ,1064,63,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
661568a6d3e475d4ede1ec9b,6604001ede509812e39b3d0d,AWAITING REVIEW,Not Applicable,2024-04-09T16:11:24.584000Z,2024-04-09T16:21:49.992000Z,,2024-04-09T16:21:50.637401Z,626.0,C1AUX6QQ,10,23,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
661568aefa7ae5d248c6689d,57fd1c22551314000145ab15,AWAITING REVIEW,Not Applicable,2024-04-09T16:11:32.105000Z,2024-04-09T16:22:52.806000Z,,2024-04-09T16:22:53.448501Z,681.0,C1AUX6QQ,1337,58,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
661568b6ce8988977db843ae,660c0272bfee649081c255c0,AWAITING REVIEW,Not Applicable,2024-04-09T16:11:40.848000Z,2024-04-09T16:26:35.846000Z,,2024-04-09T16:26:36.338731Z,895.0,C1AUX6QQ,17,31,Male,White,Ireland,United Kingdom,Ireland,English,No,Full-Time
661568bc0d8cff8b82f57748,653131d916194c5b794d7cfc,AWAITING REVIEW,Not Applicable,2024-04-09T16:11:48.507000Z,2024-04-09T16:29:46.574000Z,,2024-04-09T16:30:28.125388Z,1079.0,C1AUX6QQ,291,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
661568be6a7817651aed3c7a,5f454fc543b5c9111aaedb33,AWAITING REVIEW,Not Applicable,2024-04-09T16:11:51.440000Z,2024-04-09T16:26:02.415000Z,,2024-04-09T16:26:03.063020Z,851.0,C1AUX6QQ,1699,40,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
661568c972610a7c79ed4365,573f3168d700ea000ff433a6,AWAITING REVIEW,Not Applicable,2024-04-09T16:12:04.757000Z,2024-04-09T16:26:53.184000Z,,2024-04-09T16:26:53.690708Z,889.0,C1AUX6QQ,560,44,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
661568cdf18ecac760d9dd38,5f4cc54c57230502cd1ec6a5,AWAITING REVIEW,Not Applicable,2024-04-09T16:12:11.269000Z,2024-04-09T16:29:49.584000Z,,2024-04-09T16:30:30.849384Z,1059.0,C1AUX6QQ,1630,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
661568d36e2def35b17c96a9,5eb0598b718c920e386736cd,AWAITING REVIEW,Not Applicable,2024-04-09T16:12:07.417000Z,2024-04-09T16:20:19.463000Z,,2024-04-09T16:21:12.740298Z,493.0,C1AUX6QQ,1820,43,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
661568d97ec580d2687119a4,612788fcd66a1abe029901d3,AWAITING REVIEW,Not Applicable,2024-04-09T16:12:20.548000Z,2024-04-09T16:25:01.930000Z,,2024-04-09T16:25:02.572165Z,762.0,C1AUX6QQ,357,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
661568dab543eb8bae458f38,5b98701eb79d6d0001d08882,AWAITING REVIEW,Not Applicable,2024-04-09T16:12:37.759000Z,2024-04-09T16:35:01.734000Z,,2024-04-09T16:35:02.295231Z,1344.0,C1AUX6QQ,1939,59,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
661568e5fce67d45be1dd967,56b0e4d16399f9000ad8d48f,AWAITING REVIEW,Not Applicable,2024-04-09T16:12:26.814000Z,2024-04-09T16:25:37.166000Z,,2024-04-09T16:25:37.787414Z,791.0,C1AUX6QQ,1546,39,Female,Other,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
661568e9b8fac5e6eee7e21b,61447223e81b9a32f86053db,AWAITING REVIEW,Not Applicable,2024-04-09T16:16:07.230000Z,2024-04-09T16:29:59.529000Z,,2024-04-09T16:30:39.262740Z,833.0,C1AUX6QQ,118,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
661568eae5f3573749276769,5bfe7267098e7a00016a4058,AWAITING REVIEW,Not Applicable,2024-04-09T16:12:31.007000Z,2024-04-09T16:21:49.684000Z,,2024-04-09T16:21:50.231122Z,559.0,C1AUX6QQ,1315,59,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
661568f54b0b26717303816a,5d61aca9b242ef0001f125b3,AWAITING REVIEW,Not Applicable,2024-04-09T16:13:01.993000Z,2024-04-09T16:34:58.040000Z,,2024-04-09T16:34:58.646344Z,1317.0,C1AUX6QQ,938,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
661568f64f41e2e17c348e0e,643fd4cc0e9a039c8f40d3fc,AWAITING REVIEW,Not Applicable,2024-04-09T16:12:51.178000Z,2024-04-09T16:28:10.236000Z,,2024-04-09T16:28:10.822493Z,920.0,C1AUX6QQ,210,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6615690450ba53a5f7a2d0ee,660d5ebd623a2e6ad04f8c4d,AWAITING REVIEW,Not Applicable,2024-04-09T16:12:59.867000Z,2024-04-09T16:29:13.026000Z,,2024-04-09T16:29:33.764493Z,974.0,C1AUX6QQ,7,28,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66156905c17e8baa8ec1e9fa,59954659c825cf0001d7dd6b,AWAITING REVIEW,Not Applicable,2024-04-09T16:12:58.956000Z,2024-04-09T16:29:21.799000Z,,2024-04-09T16:29:44.253159Z,983.0,C1AUX6QQ,333,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66156907707f2c7dd6c44e23,660d6cb402cfcdab984e43f1,AWAITING REVIEW,Not Applicable,2024-04-09T16:13:50.272000Z,2024-04-09T16:22:18.904000Z,,2024-04-09T16:22:19.474669Z,509.0,C1AUX6QQ,21,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
661569084ef96658a70b2034,57ab1dd9082d1f00013d5c3f,AWAITING REVIEW,Not Applicable,2024-04-09T16:13:23.841000Z,2024-04-09T16:26:33.703000Z,,2024-04-09T16:26:34.241672Z,790.0,C1AUX6QQ,1753,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
66156909135e0578116d7459,62e023ed4b0fdb8c95a9e47f,AWAITING REVIEW,Not Applicable,2024-04-09T16:13:10.097000Z,2024-04-09T16:27:39.686000Z,,2024-04-09T17:28:17.994208Z,870.0,C1AUX6QQ,1495,55,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
6615690c25394bdf9fa98ab3,5f58c306ee03f104eb88bae3,AWAITING REVIEW,Not Applicable,2024-04-09T16:13:04.686000Z,2024-04-09T16:22:44.597000Z,,2024-04-09T16:22:45.026884Z,580.0,C1AUX6QQ,1496,62,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6615690d1800b150edd3a464,62fb7bd5e0c65f772ce189c8,AWAITING REVIEW,Not Applicable,2024-04-09T16:13:09.020000Z,2024-04-09T16:28:15.551000Z,,2024-04-09T16:28:16.096421Z,907.0,C1AUX6QQ,601,47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6615690edb455bcaee397159,5ced0da70afd6e0001a9f211,AWAITING REVIEW,Not Applicable,2024-04-09T16:13:07.572000Z,2024-04-09T16:22:52.706000Z,,2024-04-09T16:22:53.213331Z,586.0,C1AUX6QQ,1473,38,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
66156911b59e2e3f096a823d,6447b4178fa8801a09a7066e,AWAITING REVIEW,Not Applicable,2024-04-09T16:13:15.139000Z,2024-04-09T16:34:39.837000Z,,2024-04-09T16:34:41.186879Z,1285.0,C1AUX6QQ,131,63,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6615691445f3777e4279aaef,5d53bdc9b18d590018dac171,AWAITING REVIEW,Not Applicable,2024-04-09T16:13:08.380000Z,2024-04-09T16:21:08.943000Z,,2024-04-09T16:21:23.534747Z,481.0,C1AUX6QQ,1803,61,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
