Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
66156b15a4399bc71d570a11,65c38e7c24e3847380600671,AWAITING REVIEW,Not Applicable,2024-04-09T16:22:20.802000Z,2024-04-09T16:46:20.765000Z,,2024-04-09T17:46:22.251397Z,1440.0,C1AUX6QQ,55,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
66156b2a135e0578116d749d,54cf4c6ffdf99b46b96bab9a,AWAITING REVIEW,Not Applicable,2024-04-09T16:22:25.736000Z,2024-04-09T16:29:59.829000Z,,2024-04-09T16:30:39.274645Z,455.0,C1AUX6QQ,337,52,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
66156b3695262e73e20cab38,59777c084bfdcf0001f7bbc7,RETURNED,Not Applicable,2024-04-09T16:22:24.335000Z,,,2024-04-10T12:33:40.452287Z,,,828,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66156b57648a72bbc88cab6d,6159d9989d3806f0083f17fe,TIMED-OUT,Not Applicable,2024-04-09T16:22:55.105000Z,,,2024-04-10T12:33:40.437239Z,72646.0,,867,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
66156b6389a0e97130feaf93,660bc636381f3bbd5d62e483,AWAITING REVIEW,Not Applicable,2024-04-09T16:23:03.122000Z,2024-04-09T16:37:17.934000Z,,2024-04-09T16:38:19.724128Z,855.0,C1AUX6QQ,23,28,Female,White,United Kingdom,United Kingdom,Ireland,English,No,Full-Time
66156b6c4d8d9149645983d8,65b1188cd0da6b9bf652eec2,RETURNED,Not Applicable,2024-04-09T16:33:07.977000Z,,,2024-04-10T12:33:40.420847Z,,,113,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66156b7289a0e97130feaf97,5eefd6b37da4d24c8af3bcbc,RETURNED,Not Applicable,2024-04-09T16:23:14.208000Z,,,2024-04-10T12:33:40.433299Z,,,1291,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66156b7b72610a7c79ed43e0,5788c16f275be600013590a8,RETURNED,Not Applicable,2024-04-09T16:23:29.869000Z,,,2024-04-10T12:33:40.440533Z,,,1300,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66156b90c40b0c5157dff6b2,6560d8c19c83dcfe3145c22d,RETURNED,Not Applicable,2024-04-09T16:34:00.070000Z,,,2024-04-10T12:33:40.513613Z,,,132,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66156b9c5ba227532bb215cb,59b57c75c59c9900018d3899,TIMED-OUT,Not Applicable,2024-04-09T16:24:02.094000Z,,,2024-04-10T12:33:40.501055Z,72579.0,,371,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
66156ba739427b3b494dfc36,5ffa22d8dcae1e3cc129b6f6,RETURNED,Not Applicable,2024-04-09T16:24:07.925000Z,,,2024-04-10T12:33:40.472270Z,,,165,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66156bc6d3c6787ceb80774e,5ed18ee704d0cf0f6535f540,AWAITING REVIEW,Not Applicable,2024-04-09T16:24:43.101000Z,2024-04-09T16:40:23.230000Z,,2024-04-09T16:40:57.244117Z,941.0,C1AUX6QQ,240,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66156bcc13a2bacfa86306bb,62b224142b613b1ffb985ed2,AWAITING REVIEW,Not Applicable,2024-04-09T16:24:51.850000Z,2024-04-09T16:37:38.564000Z,,2024-04-09T16:39:52.777215Z,767.0,C1AUX6QQ,1242,55,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66156bf720c8ab7994954aa7,6612d0a9046c003fef7f5e16,AWAITING REVIEW,Not Applicable,2024-04-09T16:25:27.970000Z,2024-04-09T17:17:34.214000Z,,2024-04-09T17:17:35.034400Z,3127.0,C1AUX6QQ,17,26,Male,Black,Nigeria,United Kingdom,Nigeria,English,Yes,DATA_EXPIRED
66156c009204089655c6689f,5db09b3a9611830016dd495b,RETURNED,Not Applicable,2024-04-09T16:26:19.891000Z,,,2024-04-10T12:33:40.477560Z,,,1652,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66156c07afc02bbfab0e3946,5e8b765e88065404c4d50fe2,RETURNED,Not Applicable,2024-04-09T16:25:43.132000Z,,,2024-04-10T12:33:40.490064Z,,,1360,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66156c17ad850f5bbc24a6e4,5bc08c345e8a950001892156,RETURNED,Not Applicable,2024-04-09T16:26:19.579000Z,,,2024-04-10T12:33:40.508495Z,,,2692,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66156c1871a297813a73fad6,6553c8f857e8574864db9a92,AWAITING REVIEW,Not Applicable,2024-04-09T16:26:07.773000Z,2024-04-09T16:40:02.623000Z,,2024-04-09T16:40:50.759063Z,835.0,C1AUX6QQ,177,50,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
66156c1a7af556e13a55fd76,62853f0fcc7f1334c7f965f0,RETURNED,Not Applicable,2024-04-09T16:29:31.882000Z,,,2024-04-10T12:33:40.545732Z,,,1034,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66156c1d93de6f755a8ad818,5838532eaac091000137f09e,RETURNED,Not Applicable,2024-04-09T16:26:05.808000Z,,,2024-04-10T12:33:40.507549Z,,,3034,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66156c2143507120090f08fc,63039837fe5b6780a8e37baa,AWAITING REVIEW,Not Applicable,2024-04-09T16:26:16.641000Z,2024-04-09T16:41:15.511000Z,,2024-04-09T16:41:16.100743Z,899.0,C1AUX6QQ,728,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
66156c331800b150edd3a4d8,64136e2bd31ba4a3a7c16ddc,AWAITING REVIEW,Not Applicable,2024-04-09T16:28:00.196000Z,2024-04-09T16:41:25.435000Z,,2024-04-09T16:41:26.000552Z,806.0,C1AUX6QQ,37,23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
66156c3cb59e2e3f096a82c4,56c8a2ca1d066b00064738be,RETURNED,Not Applicable,2024-04-09T16:36:36.750000Z,,,2024-04-10T12:33:40.522066Z,,,1381,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66156c49a8930aeb93862c5c,5dbb15aae8702f11775557ab,RETURNED,Not Applicable,2024-04-09T16:37:20.272000Z,,,2024-04-10T12:33:40.544435Z,,,248,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66156c4db027a69c41b1a5fa,5a00e6da120fb300019480b3,RETURNED,Not Applicable,2024-04-09T16:37:20.272000Z,,,2024-04-10T12:33:40.537299Z,,,1104,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66156c5fb95c4f46bbf03bc6,6457707a43430c565103290a,RETURNED,Not Applicable,2024-04-09T16:27:35.493000Z,,,2024-04-10T12:33:40.547119Z,,,719,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66156ca604c7e8dc41b76068,5bc07659b8d38c0001de0516,AWAITING REVIEW,Not Applicable,2024-04-09T16:28:31.102000Z,2024-04-09T16:39:59.955000Z,,2024-04-09T16:40:50.217733Z,689.0,C1AUX6QQ,1580,48,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66156cb5f9cb03f044feb004,640f2f12026d7482857fe195,RETURNED,Not Applicable,2024-04-09T16:28:37.424000Z,,,2024-04-10T12:33:40.573618Z,,,384,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66156cc28bf53864a9b80317,5f8e16511b3c641de0918ccd,RETURNED,Not Applicable,2024-04-09T16:28:50.323000Z,,,2024-04-10T12:33:40.549422Z,,,614,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66156cd7eada00499f49d09b,5eba580b8ae3a5000b27dd75,RETURNED,Not Applicable,2024-04-09T16:29:11.412000Z,,,2024-04-10T12:33:40.580121Z,,,79,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66156cdfb543eb8bae458fe4,640f3fc5a89ce8f8a4b2db6b,AWAITING REVIEW,Not Applicable,2024-04-09T16:31:47.164000Z,2024-04-09T16:53:36.820000Z,,2024-04-09T16:54:39.848555Z,1310.0,C1AUX6QQ,479,70,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66156cebbbe39ed0f0d01df3,59b6fc6662b30d0001b7a8bb,TIMED-OUT,Not Applicable,2024-04-09T16:34:47.057000Z,,,2024-04-10T12:33:40.572799Z,71934.0,,1477,31,Male,White,Italy,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
661570c726fe2084d2bc5545,65a68cb02b70524088c53064,RETURNED,Not Applicable,2024-04-09T16:45:59.233000Z,,,2024-04-10T12:33:40.596321Z,,,226,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66155fd8648a72bbc88ca8ac,660581d0e9ba937f2a6184a7,APPROVED,Not Applicable,2024-04-09T15:33:53.704000Z,2024-04-09T15:44:31.722000Z,2024-04-11T10:01:21.302000Z,2024-04-09T15:45:58.538848Z,639.0,C1AUX6QQ,0,48,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
66156171fbe8962a10104d2d,597e15093ce44400015b7757,APPROVED,Not Applicable,2024-04-09T15:40:38.372000Z,2024-04-09T15:52:24.032000Z,2024-04-11T10:01:21.968000Z,2024-04-09T15:52:24.654776Z,706.0,C1AUX6QQ,115,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
661561aa33766c14daad1dc9,5b6c0505b98cef00016f78ba,APPROVED,Not Applicable,2024-04-09T15:41:36.908000Z,2024-04-09T15:48:57.606000Z,2024-04-11T10:01:22.466000Z,2024-04-09T15:48:58.120682Z,441.0,C1AUX6QQ,670,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
661562d5626d8eedb41ae2eb,660c043da97d086694c6e527,APPROVED,Not Applicable,2024-04-09T15:46:47.840000Z,2024-04-09T15:57:30.977000Z,2024-04-11T10:01:23.380000Z,2024-04-09T15:57:31.841733Z,644.0,C1AUX6QQ,9,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
661562f4e0fc0ebfc9331e6f,661542b4d92b4d10e66fe6dd,APPROVED,Not Applicable,2024-04-09T15:47:08.790000Z,2024-04-09T16:05:20.228000Z,2024-04-11T10:01:23.831000Z,2024-04-09T16:06:52.272056Z,1092.0,C1AUX6QQ,0,22,Female,Asian,France,United Kingdom,United Kingdom,English,No,Due to start a new job within the next month
66156327bec894efa8f71f74,63203d7490bfb5e4b58956a8,APPROVED,Not Applicable,2024-04-09T15:48:03.263000Z,2024-04-09T16:03:53.876000Z,2024-04-11T10:01:24.283000Z,2024-04-09T16:06:36.878181Z,951.0,C1AUX6QQ,91,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6615633c9e6ae20bfeec9d5f,5ceef64577a506001714c032,APPROVED,Not Applicable,2024-04-09T15:48:44.845000Z,2024-04-09T15:59:27.330000Z,2024-04-11T10:01:24.771000Z,2024-04-09T15:59:28.132618Z,643.0,C1AUX6QQ,2078,66,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66156383599a878f6969d80c,5c37b6c692952a0001b3216d,APPROVED,Not Applicable,2024-04-09T15:49:32.883000Z,2024-04-09T16:07:18.344000Z,2024-04-11T10:01:25.170000Z,2024-04-09T16:07:19.676296Z,1066.0,C1AUX6QQ,735,62,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
661564066f2aa6b7a01a814c,5ac0fd805cd1050001620d02,APPROVED,Not Applicable,2024-04-09T15:52:41.279000Z,2024-04-09T16:14:27.493000Z,2024-04-11T10:01:25.545000Z,2024-04-09T16:14:28.189404Z,1307.0,C1AUX6QQ,1124,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6615640ffa5a42f3daea35b0,5e67a63dd0697a04fd08ef72,APPROVED,Not Applicable,2024-04-09T15:51:53.779000Z,2024-04-09T16:07:45.803000Z,2024-04-11T10:01:25.903000Z,2024-04-09T16:07:46.414504Z,953.0,C1AUX6QQ,815,56,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6615643b424e1c922936856d,5f454bb7d70eb1104c862a6a,APPROVED,Not Applicable,2024-04-09T15:52:30.887000Z,2024-04-09T16:04:13.877000Z,2024-04-11T10:01:26.284000Z,2024-04-09T16:06:40.639678Z,703.0,C1AUX6QQ,415,23,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED
6615648f71cfcf61b35709be,5a9d223b89de8200013f1893,APPROVED,Not Applicable,2024-04-09T15:53:51.494000Z,2024-04-09T16:04:34.691000Z,2024-04-11T10:01:26.977000Z,2024-04-09T16:06:45.517106Z,644.0,C1AUX6QQ,1365,60,Female,Mixed,United Kingdom,United Kingdom,Ireland,English,No,Part-Time
661564b1af7150a22bf1033c,5dda787ac944d19d99bdcfdf,APPROVED,Not Applicable,2024-04-09T15:54:34.922000Z,2024-04-09T16:10:19.093000Z,2024-04-11T10:01:27.511000Z,2024-04-09T16:10:19.833328Z,945.0,C1AUX6QQ,1256,79,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
661564b4eada00499f49cf25,60bbf58b439332c544167c24,APPROVED,Not Applicable,2024-04-09T15:54:33.903000Z,2024-04-09T16:12:33.085000Z,2024-04-11T10:01:27.843000Z,2024-04-09T16:12:33.591206Z,1080.0,C1AUX6QQ,147,42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
661564ba2249f4b09e6fcceb,61718d5a91c07b60dcc57a8e,APPROVED,Not Applicable,2024-04-09T15:54:43.140000Z,2024-04-09T16:07:41.486000Z,2024-04-11T10:01:28.190000Z,2024-04-09T16:07:42.066701Z,779.0,C1AUX6QQ,786,55,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
661564f3fae5de5ab23ac2f1,64c3da42fe11ec2b862efd5b,APPROVED,Not Applicable,2024-04-09T15:55:48.588000Z,2024-04-09T16:14:36.863000Z,2024-04-11T10:01:28.539000Z,2024-04-09T16:14:38.052279Z,1129.0,C1AUX6QQ,166,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
661564f845f3777e4279aa4b,5e510d0760dd0913e45370dc,APPROVED,Not Applicable,2024-04-09T15:55:45.836000Z,2024-04-09T16:12:32.203000Z,2024-04-11T10:01:28.934000Z,2024-04-09T16:12:32.832374Z,1007.0,C1AUX6QQ,1377,69,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
661564f99405263f7bd9dd57,5eaafded3bb47c09107ec0e2,APPROVED,Not Applicable,2024-04-09T15:55:41.131000Z,2024-04-09T16:05:45.081000Z,2024-04-11T10:01:29.322000Z,2024-04-09T16:06:56.456692Z,604.0,C1AUX6QQ,1620,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
661564fc707f2c7dd6c44d5d,5cecd87ae4fe8a001520db9c,APPROVED,Not Applicable,2024-04-09T15:57:19.738000Z,2024-04-09T16:12:09.003000Z,2024-04-11T10:01:29.719000Z,2024-04-09T16:12:09.589695Z,890.0,C1AUX6QQ,245,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6615651b84388da30bfd6eb0,63b5a88ec37efbd8f3cf0329,APPROVED,Not Applicable,2024-04-09T15:56:17.921000Z,2024-04-09T16:12:49.432000Z,2024-04-11T10:01:30.222000Z,2024-04-09T16:12:49.966463Z,992.0,C1AUX6QQ,520,62,Female,White,Cyprus,United Kingdom,United Kingdom,English,No,Part-Time
66156534b8fac5e6eee7e164,59712abaafd8a4000160ff35,APPROVED,Not Applicable,2024-04-09T15:56:39.700000Z,2024-04-09T16:06:05.273000Z,2024-04-11T10:01:30.632000Z,2024-04-09T16:07:04.177750Z,566.0,C1AUX6QQ,1472,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
66156558596b631c470e3a5a,63d69682ae3c01757185cfa3,APPROVED,Not Applicable,2024-04-09T15:59:29.651000Z,2024-04-09T16:11:23.404000Z,2024-04-11T10:01:31.053000Z,2024-04-09T16:11:24.032448Z,714.0,C1AUX6QQ,512,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
661565830521b0599730d699,576a6be01a482400018676e9,APPROVED,Not Applicable,2024-04-09T15:58:04.782000Z,2024-04-09T16:13:26.383000Z,2024-04-11T10:01:31.441000Z,2024-04-09T16:13:26.953551Z,922.0,C1AUX6QQ,391,44,Male,DATA_EXPIRED,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66156588c2e8e10d9d0caa5f,5dc96f42c4c14f68ce199e00,APPROVED,Not Applicable,2024-04-09T15:58:04.399000Z,2024-04-09T16:04:59.284000Z,2024-04-11T10:01:31.818000Z,2024-04-09T16:06:47.636499Z,415.0,C1AUX6QQ,122,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66156589f9cb03f044feaec7,6606e722edf8c986109be9ff,APPROVED,Not Applicable,2024-04-09T15:58:37.385000Z,2024-04-09T16:12:06.853000Z,2024-04-11T10:01:32.174000Z,2024-04-09T16:12:07.321266Z,810.0,C1AUX6QQ,17,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
661565945b653d5c45b8ce43,5ea610cdfe333e615f51c305,APPROVED,Not Applicable,2024-04-09T15:58:18.096000Z,2024-04-09T16:10:45.900000Z,2024-04-11T10:01:32.620000Z,2024-04-09T16:10:46.614093Z,748.0,C1AUX6QQ,26,23,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
661565dfa0e8b63bb762529f,616446cf4ceb3432da9468f6,APPROVED,Not Applicable,2024-04-09T15:59:33.934000Z,2024-04-09T16:17:58.597000Z,2024-04-11T10:01:32.964000Z,2024-04-09T16:20:10.223354Z,1105.0,C1AUX6QQ,927,65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
661565e39405263f7bd9dd73,5b868686c9467e0001957658,APPROVED,Not Applicable,2024-04-09T15:59:37Z,2024-04-09T16:11:04.759000Z,2024-04-11T10:01:33.300000Z,2024-04-09T16:11:05.291840Z,688.0,C1AUX6QQ,458,35,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
661565ea33766c14daad1e9f,660c01b1db88da3aa41c31a7,APPROVED,Not Applicable,2024-04-09T15:59:43.668000Z,2024-04-09T16:19:16.143000Z,2024-04-11T10:01:34.096000Z,2024-04-09T16:20:41.933983Z,1173.0,C1AUX6QQ,10,23,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
661565ebda43a2880c592781,5c60adbd4fde3d00014748bf,APPROVED,Not Applicable,2024-04-09T15:59:48.755000Z,2024-04-09T16:24:52.319000Z,2024-04-11T10:01:34.405000Z,2024-04-09T16:24:52.781832Z,1504.0,C1AUX6QQ,768,42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
66156611a9f2a19e00e7550e,66058ade5eb30823734bc4d1,APPROVED,Not Applicable,2024-04-09T16:00:34.994000Z,2024-04-09T16:15:49.373000Z,2024-04-11T10:01:34.804000Z,2024-04-09T16:16:08.253564Z,915.0,C1AUX6QQ,11,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
661566405c2f18c37365e7d4,5f95f7f71193824c90e0b5ef,APPROVED,Not Applicable,2024-04-09T16:01:19.570000Z,2024-04-09T16:11:21.240000Z,2024-04-11T10:01:35.167000Z,2024-04-09T16:11:21.869229Z,602.0,C1AUX6QQ,1262,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
661566497160851b3d48ab60,661540e7be14f83b9b72c743,AWAITING REVIEW,Not Applicable,2024-04-09T16:01:20.677000Z,2024-04-09T16:15:36.997000Z,,2024-04-09T16:15:52.682347Z,857.0,C1AUX6QQ,2,28,Female,Mixed,Japan,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
66156663c7f9583c9b473c40,66140861ccab5d9298986de1,AWAITING REVIEW,Not Applicable,2024-04-09T16:01:45.493000Z,2024-04-09T16:18:28.604000Z,,2024-04-09T16:20:21.118296Z,1004.0,C1AUX6QQ,1,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
6615666adb455bcaee3970f2,63f77942d3cad20e65a411a9,AWAITING REVIEW,Not Applicable,2024-04-09T16:01:52.760000Z,2024-04-09T16:22:41.975000Z,,2024-04-09T16:22:42.491243Z,1250.0,C1AUX6QQ,62,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
66156682034cf83bcdb8ab2c,5b29585924931e0001198e11,AWAITING REVIEW,Not Applicable,2024-04-09T16:02:13.971000Z,2024-04-09T16:18:30.779000Z,,2024-04-09T16:20:22.711712Z,977.0,C1AUX6QQ,609,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6615669ead850f5bbc24a5d3,5b07b3959649530001a3c8c5,AWAITING REVIEW,Not Applicable,2024-04-09T16:02:42.159000Z,2024-04-09T16:17:09.799000Z,,2024-04-09T16:17:50.020215Z,868.0,C1AUX6QQ,1957,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
661566a7fa7ae5d248c66854,64842953934f4be66c7f6fc2,AWAITING REVIEW,Not Applicable,2024-04-09T16:02:54.930000Z,2024-04-09T16:16:43.983000Z,,2024-04-09T16:17:09.199466Z,830.0,C1AUX6QQ,392,55,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
661566c51649a1e29a69d801,5fb6b4fee395490d9f90d513,AWAITING REVIEW,Not Applicable,2024-04-09T16:04:01.877000Z,2024-04-09T16:20:13.811000Z,,2024-04-09T16:21:11.655027Z,972.0,C1AUX6QQ,460,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
661566e7599a878f6969d89e,5f161c8326f9833ce0d5d1b5,AWAITING REVIEW,Not Applicable,2024-04-09T16:03:56.581000Z,2024-04-09T16:16:41.265000Z,,2024-04-09T16:17:04.209532Z,765.0,C1AUX6QQ,446,36,Female,Other,DATA_EXPIRED,United Kingdom,DATA_EXPIRED,English,DATA_EXPIRED,DATA_EXPIRED
661566ffb95c4f46bbf03ad7,6026c4445810833e0f5f9e3e,AWAITING REVIEW,Not Applicable,2024-04-09T16:04:19.176000Z,2024-04-09T16:23:37.686000Z,,2024-04-09T16:23:38.322362Z,1159.0,C1AUX6QQ,565,23,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
6615672744a56466efdff67f,660ffc3c675137823736c3ee,AWAITING REVIEW,Not Applicable,2024-04-09T16:05:02.330000Z,2024-04-09T16:21:30.779000Z,,2024-04-09T16:21:31.297116Z,989.0,C1AUX6QQ,5,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
661567280868b6dad3e1ec55,5c59d4b3a02a200001f9b8c4,AWAITING REVIEW,Not Applicable,2024-04-09T16:05:01.865000Z,2024-04-09T16:17:29.122000Z,,2024-04-09T16:19:07.435726Z,748.0,C1AUX6QQ,77,28,Female,DATA_EXPIRED,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
6615672a292d7622eb179cd8,62da6f3ecce56110c6f6c70b,AWAITING REVIEW,Not Applicable,2024-04-09T16:05:03.931000Z,2024-04-09T16:17:26.841000Z,,2024-04-09T16:19:01.238785Z,743.0,C1AUX6QQ,892,27,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
